total_calls,total_time,total_time/total_calls,primitive_calls,cumulative_time,cumulative_time/primitive_calls,filename:lineno(function)
1,0.000,0.000,1,0.000,0.000,_type_aliases.py:94(_add_aliases)
4,0.000,0.000,4,0.000,0.000,functools.py:800(singledispatch)
1,0.000,0.000,1,0.000,0.000,ciphersuites.py:48(BaseG2Ciphersuite)
26,0.000,0.000,26,0.000,0.000,core.py:914(__init__)
1,0.000,0.000,1,0.000,0.000,pkgutil.py:1(<module>)
38,0.000,0.000,38,0.000,0.000,results.py:191(__getitem__)
10,0.000,0.000,10,0.000,0.000,bn128_pairing.py:38(linefunc)
36,0.000,0.000,36,0.000,0.000,getlimits.py:91(_float_to_float)
115,0.000,0.000,115,0.000,0.000,typing.py:219(<listcomp>)
30,0.000,0.000,30,0.000,0.000,field_elements.py:88(__rsub__)
23,0.000,0.000,23,0.000,0.000,overrides.py:200(decorator)
1,0.000,0.000,1,0.000,0.000,calendar.py:1(<module>)
84,0.000,0.000,84,0.000,0.000,{built-in method sys.intern}
2,0.000,0.000,2,0.000,0.000,tokenize.py:390(open)
11,0.000,0.000,11,0.002,0.000,core.py:5392(__init__)
47,0.000,0.000,47,0.000,0.000,{method 'translate' of 'bytearray' objects}
163,0.000,0.000,163,0.000,0.000,{method 'pop' of 'collections.deque' objects}
1,0.000,0.000,1,0.000,0.000,optimized_pairing.py:44(<listcomp>)
13,0.000,0.000,13,0.000,0.000,posixpath.py:391(realpath)
10,0.000,0.000,10,0.000,0.000,bls12_381_pairing.py:38(linefunc)
1,0.000,0.000,1,0.000,0.000,optimized_pairing.py:45(<listcomp>)
62,0.000,0.000,62,0.000,0.000,typing.py:1053(<genexpr>)
7,0.000,0.000,7,0.000,0.000,getlimits.py:648(__init__)
1,0.000,0.000,1,1.055,1.055,ssbls12.py:1(<module>)
109,0.000,0.000,109,0.000,0.000,core.py:3858(<genexpr>)
22,0.000,0.000,21,0.000,0.000,core.py:4430(_generateDefaultName)
1,0.000,0.000,1,1.606,1.606,babysnark.py:154(babysnark_setup)
2,0.000,0.000,2,0.000,0.000,core.py:3086(__init__)
1,0.000,0.000,1,0.003,0.003,_pickle.py:1(<module>)
24,0.000,0.000,24,0.000,0.000,typing.py:722(__init__)
1,0.000,0.000,1,0.070,0.070,babysnark.py:164(<listcomp>)
96,0.000,0.000,96,0.000,0.000,abc.py:7(abstractmethod)
10,0.000,0.000,10,0.000,0.000,extras.py:238(getdoc)
19,0.000,0.000,19,0.000,0.000,arrayprint.py:1575(_array_str_implementation)
8,0.000,0.000,8,0.000,0.000,_ufunc_config.py:32(seterr)
1,0.000,0.000,1,0.001,0.001,ntpath.py:1(<module>)
1,0.000,0.000,1,0.001,0.001,_common.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
12,0.000,0.000,12,0.000,0.000,optimized_field_elements.py:370(<listcomp>)
36,0.000,0.000,36,0.000,0.000,getlimits.py:16(_fr0)
143,0.000,0.000,143,0.000,0.000,core.py:4088(<genexpr>)
9,0.000,0.000,9,0.046,0.005,constants.py:10(<genexpr>)
1,0.000,0.000,1,0.000,0.000,functoolz.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,records.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,polynomial.py:26(Polynomial)
5,0.000,0.000,5,1.864,0.373,ssbls12.py:47(pair)
1,0.000,0.000,1,0.000,0.000,os.py:48(<listcomp>)
16,0.000,0.000,16,0.000,0.000,typing.py:2470(__init__)
8,0.000,0.000,8,0.000,0.000,{method 'remove' of 'list' objects}
2,0.000,0.000,2,0.000,0.000,core.py:2972(__array_finalize__)
22,0.000,0.000,22,0.000,0.000,field_elements.py:364(__init__)
1,0.000,0.000,1,0.000,0.000,_ufunc_config.py:1(<module>)
6,0.000,0.000,6,0.000,0.000,abc.py:21(_register)
13,0.000,0.000,13,0.000,0.000,core.py:2854(parseImpl)
1,0.000,0.000,1,0.000,0.000,selectors.py:1(<module>)
15,0.000,0.000,15,0.000,0.000,core.py:561(_setResultsName)
78,0.000,0.000,78,0.000,0.000,_internal.py:881(<genexpr>)
1,0.000,0.000,1,0.046,0.046,hash_to_curve.py:1(<module>)
52,0.000,0.000,52,0.000,0.000,_add_newdocs.py:6520(refer_to_array_attribute)
1,0.000,0.000,1,0.012,0.012,babysnark.py:211(<listcomp>)
237,0.000,0.000,237,0.000,0.000,{method 'bit_length' of 'int' objects}
1,0.000,0.000,1,0.000,0.000,logging.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_policybase.py:99(_extend_docstrings)
71,0.000,0.000,71,0.000,0.000,core.py:4370(recurse)
79,0.000,0.000,79,0.000,0.000,core.py:3627(recurse)
11,0.000,0.000,11,0.000,0.000,enum.py:198(<dictcomp>)
11,0.000,0.000,11,0.000,0.000,enum.py:82(__init__)
20,0.000,0.000,20,0.000,0.000,core.py:287(wrapper)
1,0.000,0.000,1,0.000,0.000,pickle.py:1137(_Unpickler)
16,0.000,0.000,16,0.000,0.000,_type_aliases.py:44(_bits_of)
1,0.000,0.000,1,0.001,0.001,secp256k1.py:1(<module>)
4,0.000,0.000,4,0.000,0.000,core.py:1437(__mul__)
5,0.000,0.000,5,0.000,0.000,optimized_pairing.py:82(cast_point_to_fq12)
1,0.000,0.000,1,0.000,0.000,exceptions.py:19(ParseBaseException)
34,0.000,0.000,34,0.000,0.000,platform.py:819(uname)
97,0.000,0.000,97,0.000,0.000,core.py:5713(<genexpr>)
9,0.000,0.000,8,0.005,0.001,core.py:4956(parseImpl)
1,0.000,0.000,1,0.002,0.002,functools.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,numerictypes.py:440(_construct_lookups)
23,0.000,0.000,23,0.000,0.000,{built-in method _struct.calcsize}
1,0.000,0.000,1,0.000,0.000,mixins.py:59(NDArrayOperatorsMixin)
24,0.000,0.000,24,0.000,0.000,numerictypes.py:513(_scalar_type_key)
4,0.000,0.000,4,0.000,0.000,enum.py:947(_create_pseudo_member_)
14,0.000,0.000,14,0.000,0.000,core.py:8166(_replace_return_type)
44,0.000,0.000,44,0.000,0.000,<frozen importlib._bootstrap_external>:1163(__init__)
1,0.000,0.000,1,0.000,0.000,tempfile.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,decoder.py:343(raw_decode)
1,0.000,0.000,1,0.000,0.000,address.py:1(<module>)
5,0.000,0.000,5,0.000,0.000,_collections_abc.py:828(__contains__)
1,0.000,0.000,1,0.844,0.844,babysnark.py:142(evaluate_in_exponent)
30,0.000,0.000,30,0.000,0.000,_type_aliases.py:203(_add_array_type)
1,0.000,0.000,1,0.000,0.000,units.py:1(<module>)
9,0.000,0.000,9,0.000,0.000,core.py:4758(__init__)
1,0.000,0.000,1,0.000,0.000,_manylinux.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,ctypeslib.py:1(<module>)
16,0.000,0.000,16,0.000,0.000,os.py:755(encode)
10,0.000,0.000,10,0.000,0.000,contextlib.py:252(contextmanager)
1,0.000,0.000,1,0.000,0.000,humanize.py:1(<module>)
1,0.000,0.000,1,0.002,0.002,header.py:1(<module>)
18,0.000,0.000,18,0.000,0.000,core.py:990(__init__)
6,0.000,0.000,6,0.000,0.000,__init__.py:1435(__init__)
2,0.000,0.000,2,0.000,0.000,linecache.py:80(updatecache)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,operator.py:1(<module>)
19,0.000,0.000,19,0.000,0.000,core.py:5585(__init__)
4,0.000,0.000,4,0.000,0.000,textwrap.py:422(dedent)
54,0.000,0.000,54,0.000,0.000,field_elements.py:171(__ne__)
1,0.000,0.000,1,0.000,0.000,pprint.py:106(PrettyPrinter)
1,0.000,0.000,1,0.000,0.000,lzma.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,arraysetops.py:1(<module>)
38,0.000,0.000,38,0.000,0.000,abc.py:110(register)
6,0.000,0.000,3,0.002,0.001,field_elements.py:266(__div__)
4,0.000,0.000,4,0.000,0.000,warnings.py:130(filterwarnings)
1,0.000,0.000,1,0.000,0.000,itertoolz.py:1(<module>)
9,0.000,0.000,9,0.000,0.000,__init__.py:24(_module_matches_namespace)
99,0.000,0.000,99,0.000,0.000,enum.py:559(<lambda>)
1,0.000,0.000,1,0.000,0.000,chebyshev.py:1(<module>)
17,0.000,0.000,17,0.047,0.003,polynomial.py:112(__truediv__)
1,0.000,0.000,1,0.000,0.000,datetime.py:1563(datetime)
1,0.000,0.000,1,0.000,0.000,laguerre.py:1(<module>)
12,0.000,0.000,12,0.000,0.000,core.py:5667(<lambda>)
8,0.000,0.000,8,0.000,0.000,_ufunc_config.py:131(geterr)
84,0.000,0.000,84,0.000,0.000,{method '__contains__' of 'frozenset' objects}
41,0.000,0.000,41,0.000,0.000,{method 'translate' of 'str' objects}
19,0.000,0.000,19,0.000,0.000,core.py:1663(__call__)
32,0.000,0.000,32,0.000,0.000,_type_aliases.py:46(<genexpr>)
5,0.000,0.000,5,0.021,0.004,__init__.py:29(load_module)
1,0.000,0.000,1,0.001,0.001,charset.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,optimized_curve.py:61(is_on_curve)
24,0.000,0.000,24,0.000,0.000,version.py:437(<genexpr>)
1,0.000,0.000,1,0.000,0.000,_iotools.py:450(StringConverter)
4,0.000,0.000,4,0.009,0.002,core.py:1076(parse_string)
50,0.000,0.000,50,0.000,0.000,core.py:673(<genexpr>)
1,0.000,0.000,1,0.000,0.000,unicode.py:1(<module>)
11,0.000,0.000,11,0.000,0.000,core.py:5590(__add__)
11,0.000,0.000,11,0.000,0.000,enum.py:423(__getattr__)
13,0.000,0.000,13,0.000,0.000,posixpath.py:376(abspath)
1,0.000,0.000,1,0.000,0.000,decorators.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,point_compression.py:1(<module>)
94,0.000,0.000,94,0.000,0.000,__init__.py:96(<lambda>)
1,0.000,0.000,1,0.000,0.000,optimized_field_elements.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_type_aliases.py:74(_add_types)
1,0.000,0.000,1,0.001,0.001,__init__.py:32(__enter__)
9,0.000,0.000,9,0.000,0.000,__init__.py:57(find_spec)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:452(_get_format_function)
1,0.000,0.000,1,0.000,0.000,hermite_e.py:1(<module>)
67,0.000,0.000,67,0.000,0.000,enum.py:801(value)
13,0.000,0.000,13,0.000,0.000,_dtype_ctypes.py:71(_from_ctypes_scalar)
1,0.000,0.000,1,0.002,0.002,defmatrix.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,einsumfunc.py:1(<module>)
1,0.000,0.000,1,0.007,0.007,feedparser.py:1(<module>)
1,0.000,0.000,1,0.001,0.001,field_elements.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,currency.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,hermite.py:1(<module>)
4,0.000,0.000,4,0.000,0.000,typing.py:2247(_make_nmtuple)
1,0.000,0.000,1,0.000,0.000,bz2.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,legendre.py:1(<module>)
2,0.000,0.000,2,0.005,0.003,core.py:3949(parseImpl)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:523(_array2string)
51,0.000,0.000,51,0.000,0.000,typing.py:810(<genexpr>)
2,0.000,0.000,2,0.001,0.000,babysnark.py:110(<listcomp>)
8,0.000,0.000,8,0.000,0.000,__init__.py:2846(from_filename)
1,0.000,0.000,1,0.000,0.000,{function Random.seed at 0x7f3e991965f0}
1,0.000,0.000,1,0.000,0.000,stride_tricks.py:1(<module>)
1,0.000,0.000,1,0.001,0.001,decoder.py:1(<module>)
10,0.000,0.000,10,0.000,0.000,{method 'tolist' of 'memoryview' objects}
5,0.000,0.000,5,0.000,0.000,warnings.py:181(_add_filter)
1,0.000,0.000,1,0.000,0.000,{built-in method mkl._py_mkl_service.get_version}
3,0.000,0.000,3,0.001,0.000,traceback.py:216(extract_stack)
1,0.000,0.000,1,0.000,0.000,fractions.py:38(Fraction)
1,0.000,0.000,1,0.002,0.002,py3k.py:1(<module>)
21,0.000,0.000,21,0.000,0.000,core.py:2345(parseImpl)
126,0.000,0.000,126,0.000,0.000,util.py:199(no_escape_re_range_char)
14,0.000,0.000,14,0.000,0.000,core.py:8149(__init__)
1,0.000,0.000,1,0.000,0.000,base64.py:1(<module>)
29,0.000,0.000,29,0.000,0.000,typing.py:714(__hash__)
2,0.000,0.000,2,0.000,0.000,core.py:5417(postParse)
7,0.000,0.000,7,0.000,0.000,<frozen importlib._bootstrap>:421(spec_from_loader)
16,0.000,0.000,16,0.000,0.000,typing.py:1459(_caller)
1,0.000,0.000,1,0.000,0.000,results.py:1(<module>)
1,0.000,0.000,1,0.003,0.003,finitefield.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,util.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,tokenize.py:297(detect_encoding)
12,0.000,0.000,2,0.000,0.000,core.py:1503(makeOptionalList)
2,0.000,0.000,2,0.000,0.000,helpers.py:367(original_text_for)
42,0.000,0.000,42,0.000,0.000,getlimits.py:101(_float_conv)
2,0.000,0.000,2,0.138,0.069,__init__.py:3233(_call_aside)
4,0.000,0.000,4,0.000,0.000,logging.py:97(__new__)
1,0.000,0.000,1,0.000,0.000,pathlib.py:112(_WindowsFlavour)
1,0.000,0.000,1,0.000,0.000,_musllinux.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,g2_primitives.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,optimized_swu.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_pep440.py:1(<module>)
44,0.000,0.000,44,0.000,0.000,unicode.py:17(<genexpr>)
1,0.000,0.000,1,0.000,0.000,pathlib.py:540(PurePath)
1,0.000,0.000,1,0.000,0.000,optimized_field_elements.py:224(FQP)
57,0.000,0.000,57,0.000,0.000,{built-in method sys._getframe}
7,0.000,0.000,7,0.000,0.000,functools.py:518(decorating_function)
12,0.000,0.000,12,0.000,0.000,optimized_field_elements.py:351(<listcomp>)
7,0.000,0.000,7,0.000,0.000,results.py:436(<listcomp>)
5,0.000,0.000,2,0.000,0.000,core.py:4889(parseImpl)
1,0.000,0.000,1,0.000,0.000,logging.py:115(replace_logger_class)
1,0.000,0.000,1,0.000,0.000,ufunclike.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,_version.py:20(get_versions)
2,0.000,0.000,2,0.002,0.001,abi.py:1(<module>)
40,0.000,0.000,40,0.000,0.000,enum.py:446(<genexpr>)
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1439(dtype_short_repr)
1,0.000,0.000,1,0.000,0.000,_type_aliases.py:121(_add_integer_aliases)
1,0.000,0.000,1,0.000,0.000,pprint.py:1(<module>)
1,0.000,0.000,1,0.002,0.002,version.py:257(Version)
8,0.000,0.000,8,0.000,0.000,functools.py:844(register)
12,0.000,0.000,6,0.006,0.001,optimized_field_elements.py:327(__truediv__)
26,0.000,0.000,26,0.000,0.000,{built-in method builtins.bin}
14,0.000,0.000,14,0.000,0.000,re.py:222(split)
4,0.000,0.000,4,0.000,0.000,core.py:959(reset_cache)
2,0.000,0.000,2,0.000,0.000,mypy_extensions.py:49(__new__)
12,0.000,0.000,12,0.000,0.000,genericpath.py:27(isfile)
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1467(_array_repr_implementation)
1,0.000,0.000,1,0.000,0.000,format.py:1(<module>)
4,0.000,0.000,4,0.000,0.000,{method 'findall' of 're.Pattern' objects}
4,0.000,0.000,4,0.000,0.000,field_elements.py:330(__eq__)
1,0.000,0.000,1,0.000,0.000,results.py:27(ParseResults)
37,0.000,0.000,37,0.000,0.000,results.py:244(__bool__)
13,0.000,0.000,13,0.000,0.000,mixins.py:44(_numeric_methods)
1,0.000,0.000,1,0.000,0.000,subprocess.py:702(Popen)
3,0.000,0.000,3,0.002,0.001,bn128_curve.py:60(is_on_curve)
14,0.000,0.000,14,0.000,0.000,__init__.py:3243(<genexpr>)
1,0.000,0.000,1,0.000,0.000,queue.py:1(<module>)
6,0.000,0.000,4,0.000,0.000,numbertype.py:7(memoizedFunction)
7,0.000,0.000,7,0.000,0.000,core.py:2550(_arraymethod)
3,0.000,0.000,3,0.000,0.000,__init__.py:1315(getLogger)
1,0.000,0.000,1,0.000,0.000,histograms.py:1(<module>)
3,0.000,0.000,3,0.002,0.001,bls12_381_curve.py:63(is_on_curve)
3,0.000,0.000,3,0.000,0.000,decoder.py:332(decode)
1,0.000,0.000,1,0.000,0.000,platform.py:996(_sys_version)
1,0.000,0.000,1,0.000,0.000,_exceptions.py:1(<module>)
1,0.000,0.000,1,0.005,0.005,specifiers.py:299(Specifier)
1,0.000,0.000,1,0.000,0.000,unicode.py:99(identbodychars)
1,0.000,0.000,1,0.000,0.000,__init__.py:2580(Distribution)
1,0.000,0.000,1,0.001,0.001,decimal.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,__config__.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,typing.py:1549(__init_subclass__)
1,0.000,0.000,1,0.050,0.050,__init__.py:567(_build_master)
1,0.000,0.000,1,0.000,0.000,core.py:3543(WordStart)
2,0.000,0.000,2,0.000,0.000,{method 'all' of 'numpy.ndarray' objects}
3,0.000,0.000,3,0.000,0.000,{built-in method posix.uname}
67,0.000,0.000,67,0.000,0.000,core.py:1873(recurse)
1,0.000,0.000,1,0.000,0.000,specifiers.py:90(_IndividualSpecifier)
1,0.000,0.000,1,0.007,0.007,parser.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,ciphersuites.py:270(G2ProofOfPossession)
1,0.000,0.000,1,0.000,0.000,defchararray.py:1804(chararray)
6,0.000,0.000,6,0.000,0.000,linecache.py:36(getlines)
36,0.000,0.000,36,0.000,0.000,_string_helpers.py:16(english_lower)
72,0.000,0.000,72,0.000,0.000,{built-in method _stat.S_ISLNK}
2,0.000,0.000,2,0.000,0.000,auto.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:64(_make_options_dict)
4,0.000,0.000,4,0.000,0.000,field_elements.py:235(__sub__)
11,0.000,0.000,11,0.000,0.000,functoolz.py:119(instanceproperty)
2,0.000,0.000,2,0.001,0.000,arrayprint.py:561(array2string)
85,0.000,0.000,85,0.000,0.000,core.py:772(postParse)
1,0.000,0.000,1,0.000,0.000,threading.py:816(Thread)
12,0.000,0.000,12,0.047,0.004,__init__.py:2030(_by_version_descending)
23,0.000,0.000,23,0.000,0.000,typing.py:380(__repr__)
1,0.000,0.000,1,0.000,0.000,_globals.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,results.py:215(__delitem__)
1,0.000,0.000,1,0.000,0.000,currency.py:9(denoms)
1,0.000,0.000,1,0.003,0.003,bn128_curve.py:129(twist)
1,0.000,0.000,1,0.000,0.000,heapq.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,helper.py:1(<module>)
1,0.000,0.000,1,0.345,0.345,babysnark.py:186(<listcomp>)
1,0.000,0.000,1,0.000,0.000,polyutils.py:1(<module>)
6,0.000,0.000,6,0.000,0.000,_policybase.py:94(_append_doc)
1,0.000,0.000,1,0.006,0.006,_policybase.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_datasource.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,unicode.py:85(identchars)
1,0.000,0.000,1,0.000,0.000,expat.py:1(<module>)
24,0.000,0.000,24,0.000,0.000,version.py:500(<genexpr>)
1,0.000,0.000,1,0.225,0.225,babysnark.py:261(<listcomp>)
1,0.000,0.000,1,0.000,0.000,polynomial.py:1472(Polynomial)
1,0.000,0.000,1,0.000,0.000,chebyshev.py:1994(Chebyshev)
1,0.000,0.000,1,0.000,0.000,memmap.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,hash.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,modp.py:13(IntegerModP)
2,0.000,0.000,2,0.000,0.000,__init__.py:1913(get_metadata)
23,0.000,0.000,23,0.000,0.000,field_elements.py:147(__rtruediv__)
1,0.000,0.000,1,0.000,0.000,polynomial.py:1076(poly1d)
4,0.000,0.000,4,0.000,0.000,_collections_abc.py:821(get)
6,0.000,0.000,6,0.000,0.000,linecache.py:147(lazycache)
1,0.000,0.000,1,0.000,0.000,core.py:2814(__new__)
1,0.000,0.000,1,0.000,0.000,__init__.py:3100(__init__)
1,0.000,0.000,1,0.000,0.000,hexadecimal.py:1(<module>)
7,0.000,0.000,7,0.000,0.000,specifiers.py:287(_require_version_compare)
1,0.000,0.000,1,0.000,0.000,field_elements.py:34(FQ)
1,0.000,0.000,1,0.000,0.000,_asarray.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,core.py:6490(__new__)
36,0.000,0.000,36,0.000,0.000,_structures.py:48(__eq__)
9,0.000,0.000,9,0.000,0.000,{built-in method numpy.seterrobj}
1,0.000,0.000,1,0.000,0.000,field_elements.py:195(FQP)
85,0.000,0.000,85,0.000,0.000,_compat_pickle.py:167(<genexpr>)
1,0.000,0.000,1,0.000,0.000,core.py:3459(__init__)
1,0.000,0.000,1,0.000,0.000,defmatrix.py:72(matrix)
1,0.000,0.000,1,0.000,0.000,requirements.py:100(__init__)
1,0.000,0.000,1,0.000,0.000,hermite_e.py:1650(HermiteE)
1,0.000,0.000,1,0.000,0.000,laguerre.py:1606(Laguerre)
1,0.000,0.000,1,0.000,0.000,optimized_field_elements.py:50(FQ)
1,0.000,0.000,1,0.000,0.000,numbers.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,subprocess.py:648(_use_posix_spawn)
4,0.000,0.000,4,0.000,0.000,weakref.py:368(__init__)
5,0.000,0.000,5,0.000,0.000,core.py:1392(__radd__)
2,0.000,0.000,2,0.000,0.000,core.py:2946(_update_from)
1,0.000,0.000,1,0.000,0.000,_type_aliases.py:211(_set_array_types)
10,0.000,0.000,10,0.001,0.000,extras.py:234(__init__)
1,0.000,0.000,1,0.000,0.000,numbers.py:32(Complex)
1,0.000,0.000,1,0.000,0.000,errors.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,modp.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,abc.py:354(Traversable)
8,0.000,0.000,8,0.000,0.000,functools.py:946(__init__)
1,0.000,0.000,1,0.000,0.000,arraypad.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_string_helpers.py:1(<module>)
6,0.000,0.000,6,0.000,0.000,core.py:5711(<lambda>)
2,0.000,0.000,2,0.000,0.000,charset.py:211(__init__)
1,0.000,0.000,1,0.000,0.000,fnmatch.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,traceback.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,zipfile.py:1190(ZipFile)
1,0.000,0.000,1,0.002,0.002,crypto.py:1(<module>)
4,0.000,0.000,4,0.000,0.000,typing.py:2249(<dictcomp>)
1,0.000,0.000,1,0.000,0.000,datetime.py:762(date)
6,0.000,0.000,6,0.000,0.000,__init__.py:108(import_module)
13,0.000,0.000,13,0.000,0.000,_internal.py:918(npy_ctypes_check)
4,0.000,0.000,4,0.000,0.000,field_elements.py:242(<listcomp>)
1,0.000,0.000,1,0.000,0.000,logging.py:87(HasLoggerMeta)
1,0.000,0.000,1,0.000,0.000,tempfile.py:661(SpooledTemporaryFile)
1,0.000,0.000,1,0.000,0.000,specifiers.py:620(SpecifierSet)
1,0.000,0.000,1,0.000,0.000,evm.py:1(<module>)
5,0.000,0.000,5,0.000,0.000,linecache.py:52(checkcache)
1,0.000,0.000,1,0.000,0.000,core.py:257(<listcomp>)
76,0.000,0.000,76,0.000,0.000,signal.py:16(<lambda>)
3,0.000,0.000,3,0.000,0.000,datetime.py:1571(__new__)
50,0.000,0.000,50,0.000,0.000,{method 'items' of 'mappingproxy' objects}
2,0.000,0.000,2,0.001,0.001,core.py:5684(srange)
1,0.000,0.000,1,0.000,0.000,legendre.py:1619(Legendre)
1,0.000,0.000,1,0.000,0.000,common.py:422(<listcomp>)
17,0.000,0.000,17,0.000,0.000,platform.py:908(system)
26,0.000,0.000,26,0.000,0.000,optimized_field_elements.py:190(__ne__)
1,0.000,0.000,1,0.000,0.000,contextlib.py:76(inner)
1,0.000,0.000,1,0.000,0.000,field_properties.py:1(<module>)
9,0.000,0.000,9,0.000,0.000,results.py:418(__getattr__)
9,0.000,0.000,9,0.000,0.000,functoolz.py:153(__init__)
7,0.000,0.000,7,0.000,0.000,fractions.py:276(_operator_fallbacks)
20,0.000,0.000,20,0.000,0.000,mixins.py:16(_binary_method)
44,0.000,0.000,44,0.000,0.000,results.py:17(__getitem__)
1,0.000,0.000,1,0.000,0.000,specifiers.py:39(BaseSpecifier)
21,0.000,0.000,21,0.000,0.000,_inspect.py:143(<lambda>)
1,0.000,0.000,1,0.000,0.000,pickle.py:407(_Pickler)
2,0.000,0.000,2,0.000,0.000,selectors.py:584(_can_use)
1,0.000,0.000,1,0.000,0.000,pathlib.py:282(_NormalAccessor)
1,0.000,0.000,1,0.000,0.000,optimized_curve.py:148(twist)
1,0.000,0.000,1,0.000,0.000,_type_aliases.py:149(_set_up_aliases)
3,0.000,0.000,3,0.000,0.000,field_elements.py:268(<listcomp>)
1,0.000,0.000,1,0.013,0.013,toolz.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,context.py:1(<module>)
6,0.000,0.000,6,0.000,0.000,linecache.py:26(getline)
1,0.000,0.000,1,0.000,0.000,sysconfig.py:671(get_platform)
17,0.000,0.000,17,0.000,0.000,polynomial.py:166(Zero)
1,0.000,0.000,1,0.000,0.000,string.py:69(__init_subclass__)
1,0.000,0.000,1,0.050,0.050,__init__.py:553(__init__)
2,0.000,0.000,2,0.000,0.000,{built-in method _imp.create_builtin}
5,0.000,0.000,5,0.000,0.000,datetime.py:384(_check_date_fields)
1,0.000,0.000,1,0.000,0.000,_machar.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,{method 'read' of '_io.TextIOWrapper' objects}
20,0.000,0.000,20,0.000,0.000,{method 'setter' of 'property' objects}
1,0.000,0.000,1,0.001,0.001,string.py:1(<module>)
1,0.000,0.000,1,0.004,0.004,bls12_381_curve.py:131(twist)
1,0.000,0.000,1,0.002,0.002,fractions.py:1(<module>)
77,0.000,0.000,77,0.000,0.000,signal.py:21(<lambda>)
7,0.000,0.000,7,0.000,0.000,core.py:4879(__init__)
18,0.000,0.000,18,0.000,0.000,_add_newdocs_scalars.py:18(type_aliases_gen)
12,0.000,0.000,12,0.000,0.000,core.py:1683(suppress)
4,0.000,0.000,4,0.000,0.000,{method 'readline' of '_io.BufferedReader' objects}
6,0.000,0.000,6,0.000,0.000,core.py:1139(__init__)
4,0.000,0.000,4,0.000,0.000,__init__.py:134(_declare_state)
1,0.000,0.000,1,0.000,0.000,__init__.py:437(LibraryLoader)
1,0.000,0.000,1,0.000,0.000,scanner.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,struct.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,__init__.py:2071(getLogger)
4,0.000,0.000,4,0.002,0.000,_version.py:1(<module>)
12,0.000,0.000,12,0.000,0.000,optimized_field_elements.py:345(<listcomp>)
8,0.000,0.000,8,0.000,0.000,functional.py:37(apply_to_return_value)
2,0.000,0.000,2,0.000,0.000,modp.py:9(IntegersModP)
4,0.000,0.000,4,0.000,0.000,_ufunc_config.py:429(__enter__)
1,0.000,0.000,1,0.000,0.000,datetime.py:1214(time)
9,0.000,0.000,9,0.000,0.000,overrides.py:23(set_array_function_like_doc)
1,0.000,0.000,1,0.000,0.000,_iotools.py:1(<module>)
1,0.000,0.000,1,0.113,0.113,babysnark.py:229(<listcomp>)
34,0.000,0.000,34,0.000,0.000,_add_newdocs_scalars.py:61(<genexpr>)
