total_calls,total_time,total_time/total_calls,primitive_calls,cumulative_time,cumulative_time/primitive_calls,filename:lineno(function)
1,0.000,0.000,1,0.000,0.000,testing.py:15(pyparsing_test)
6,0.000,0.000,6,0.000,0.000,<frozen importlib._bootstrap>:1038(_gcd_import)
1,0.000,0.000,1,0.000,0.000,linalg.py:74(_determine_error_states)
21,0.000,0.000,21,0.000,0.000,enum.py:245(<genexpr>)
4,0.000,0.000,4,0.000,0.000,codecs.py:309(__init__)
3,0.000,0.000,3,0.000,0.000,__init__.py:1366(_fixupParents)
1,0.000,0.000,1,0.000,0.000,threading.py:827(__init__)
4,0.000,0.000,4,0.000,0.000,tokenize.py:327(find_cookie)
5,0.000,0.000,5,0.000,0.000,core.py:4895(_generateDefaultName)
12,0.000,0.000,12,0.001,0.000,__init__.py:2135(safe_listdir)
2,0.000,0.000,2,0.000,0.000,babysnark.py:118(<listcomp>)
1,0.000,0.000,1,0.000,0.000,helpers.py:14(delimited_list)
11,0.000,0.000,11,0.000,0.000,typing.py:1239(copy_with)
3,0.000,0.000,3,0.000,0.000,decorators.py:86(decorator)
1,0.000,0.000,1,0.000,0.000,__future__.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,__init__.py:299(loads)
1,0.000,0.000,1,0.000,0.000,actions.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,optimized_clear_cofactor.py:1(<module>)
1,0.000,0.000,1,0.111,0.111,babysnark.py:175(<listcomp>)
20,0.000,0.000,20,0.000,0.000,{method 'encode' of 'str' objects}
3,0.000,0.000,3,0.000,0.000,sre_parse.py:868(_parse_flags)
1,0.000,0.000,1,0.000,0.000,core.py:2354(Keyword)
1,0.000,0.000,1,0.000,0.000,dicttoolz.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,encoders.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,__init__.py:550(WorkingSet)
8,0.000,0.000,8,0.000,0.000,functools.py:479(lru_cache)
1,0.000,0.000,1,0.000,0.000,random.py:103(Random)
1,0.000,0.000,1,0.000,0.000,main.py:1(<module>)
12,0.000,0.000,12,0.000,0.000,optimized_field_elements.py:346(<listcomp>)
1,0.000,0.000,1,0.000,0.000,__init__.py:340(__init__)
1,0.000,0.000,1,0.000,0.000,appdirs.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,ethpm.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,queue.py:28(Queue)
1,0.000,0.000,1,0.000,0.000,core.py:3596(ParseExpression)
1,0.000,0.000,1,0.000,0.000,specifiers.py:227(LegacySpecifier)
1,0.000,0.000,1,0.000,0.000,unicode.py:118(pyparsing_unicode)
5,0.000,0.000,5,0.000,0.000,_collections_abc.py:983(clear)
1,0.000,0.000,1,0.000,0.000,_polybase.py:1(<module>)
3,0.000,0.000,3,0.000,0.000,core.py:3488(__init__)
7,0.000,0.000,7,0.000,0.000,util.py:223(<listcomp>)
6,0.000,0.000,3,0.002,0.001,field_elements.py:277(__truediv__)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:403(_get_formatdict)
1,0.000,0.000,1,0.000,0.000,base64mime.py:1(<module>)
5,0.000,0.000,5,0.000,0.000,core.py:5721(token_map)
14,0.000,0.000,14,0.000,0.000,mixins.py:26(_reflected_binary_method)
12,0.000,0.000,12,0.000,0.000,optimized_field_elements.py:363(<listcomp>)
1,0.000,0.000,1,0.000,0.000,functoolz.py:168(curry)
1,0.000,0.000,1,0.000,0.000,socket.py:214(socket)
23,0.000,0.000,23,0.000,0.000,overrides.py:196(array_function_from_dispatcher)
1,0.000,0.000,1,0.000,0.000,testing.py:1(<module>)
9,0.000,0.000,9,0.000,0.000,traceback.py:309(walk_stack)
2,0.000,0.000,2,0.000,0.000,results.py:533(copy)
2,0.000,0.000,2,0.001,0.000,babysnark.py:109(random_matrix)
4,0.000,0.000,4,0.000,0.000,enum.py:937(_missing_)
1,0.000,0.000,1,0.000,0.000,types.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,core.py:112(__diag__)
43,0.000,0.000,43,0.000,0.000,_compat_pickle.py:165(<genexpr>)
1,0.000,0.000,1,0.000,0.000,subprocess.py:104(CalledProcessError)
5,0.000,0.000,5,0.000,0.000,weakref.py:496(popitem)
1,0.000,0.000,1,0.000,0.000,quopri.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_parseaddr.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,datetime.py:2185(timezone)
1,0.000,0.000,1,0.115,0.115,babysnark.py:233(<listcomp>)
2,0.000,0.000,2,0.000,0.000,__init__.py:76(CFUNCTYPE)
1,0.000,0.000,1,0.000,0.000,version.py:106(LegacyVersion)
1,0.000,0.000,1,0.000,0.000,__init__.py:2435(EntryPoint)
1,0.000,0.000,1,0.000,0.000,posixpath.py:228(expanduser)
2,0.000,0.000,2,0.000,0.000,typing.py:1350(__init_subclass__)
1,0.000,0.000,1,0.000,0.000,threading.py:1386(__init__)
1,0.000,0.000,1,0.000,0.000,core.py:3357(__init__)
1,0.000,0.000,1,0.000,0.000,numerictypes.py:588(_register_types)
1,0.000,0.000,1,0.000,0.000,core.py:2890(Regex)
1,0.000,0.000,1,0.000,0.000,calendar.py:54(<listcomp>)
1,0.000,0.000,1,0.000,0.000,bisect.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_policybase.py:112(Policy)
1,0.000,0.000,1,0.000,0.000,index_tricks.py:306(AxisConcatenator)
5,0.000,0.000,5,0.000,0.000,datetime.py:397(_check_time_fields)
17,0.000,0.000,17,0.000,0.000,platform.py:945(machine)
3,0.000,0.000,3,0.000,0.000,core.py:4739(__init__)
4,0.000,0.000,4,0.000,0.000,decorators.py:60(validate_conversion_arguments)
1,0.000,0.000,1,0.000,0.000,threading.py:236(__init__)
1,0.000,0.000,1,0.000,0.000,core.py:5151(__lshift__)
1,0.000,0.000,1,0.000,0.000,numbers.py:294(Integral)
1,0.000,0.000,1,0.000,0.000,_pep440.py:285(Version)
1,0.000,0.000,1,0.000,0.000,core.py:6480(MaskedConstant)
5,0.000,0.000,5,0.000,0.000,core.py:5451(__init__)
1,0.000,0.000,1,0.000,0.000,__init__.py:262(_reset_cache)
1,0.000,0.000,1,0.000,0.000,threading.py:986(_set_tstate_lock)
1,0.000,0.000,1,0.000,0.000,abc.py:166(InspectLoader)
26,0.000,0.000,26,0.000,0.000,numbertype.py:18(typecheck)
1,0.000,0.000,1,0.000,0.000,decoder.py:284(__init__)
2,0.000,0.000,2,0.000,0.000,os.py:683(__setitem__)
2,0.000,0.000,2,0.000,0.000,util.py:173(_escape_regex_range_chars)
1,0.000,0.000,1,0.000,0.000,core.py:450(DebugActions)
2,0.000,0.000,2,0.000,0.000,os.py:689(__delitem__)
1,0.000,0.000,1,0.000,0.000,datetime.py:442(timedelta)
16,0.000,0.000,16,0.000,0.000,results.py:262(haskeys)
1,0.000,0.000,1,0.000,0.000,{built-in method _hashlib.openssl_sha1}
1,0.000,0.000,1,0.000,0.000,functoolz.py:473(Compose)
12,0.000,0.000,12,0.000,0.000,optimized_field_elements.py:364(<listcomp>)
1,0.000,0.000,1,0.000,0.000,parse.py:147(_NetlocResultMixinBase)
1,0.000,0.000,1,0.000,0.000,os.py:44(_get_exports_list)
5,0.000,0.000,5,0.021,0.004,__init__.py:51(create_module)
3,0.000,0.000,3,0.000,0.000,core.py:681(add_parse_action)
24,0.000,0.000,24,0.000,0.000,version.py:347(<genexpr>)
3,0.000,0.000,3,0.000,0.000,_collections_abc.py:78(_check_methods)
2,0.000,0.000,2,0.000,0.000,polynomial.py:23(polynomialsOver)
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1403(dtype_is_implied)
6,0.000,0.000,6,0.000,0.000,_exceptions.py:17(_display_as_base)
18,0.000,0.000,18,0.000,0.000,{built-in method numpy.geterrobj}
2,0.000,0.000,2,0.000,0.000,contextlib.py:102(__init__)
24,0.000,0.000,24,0.000,0.000,typing.py:1074(<genexpr>)
1,0.000,0.000,1,0.000,0.000,bls.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,plistlib.py:164(_PlistParser)
9,0.000,0.000,9,0.000,0.000,core.py:4773(stopOn)
10,0.000,0.000,10,0.000,0.000,{method 'cast' of 'memoryview' objects}
1,0.000,0.000,1,0.000,0.000,_adapters.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,numeric.py:149(ones)
5,0.000,0.000,5,0.000,0.000,re.py:269(escape)
8,0.000,0.000,8,0.000,0.000,functools.py:841(_is_valid_dispatch_type)
2,0.000,0.000,2,0.000,0.000,_weakrefset.py:37(__init__)
1,0.000,0.000,1,0.000,0.000,__init__.py:1394(NullProvider)
1,0.000,0.000,1,0.000,0.000,__init__.py:1795(LoggerAdapter)
2,0.000,0.000,2,0.000,0.000,encoding.py:1(<module>)
2,0.000,0.000,2,0.000,0.000,__init__.py:1929(get_metadata_lines)
1,0.000,0.000,1,0.000,0.000,__init__.py:37(FoldedCase)
4,0.000,0.000,4,0.005,0.001,core.py:2961(re)
1,0.000,0.000,1,0.000,0.000,{built-in method _hashlib.openssl_sha224}
1,0.000,0.000,1,0.000,0.000,__init__.py:255(VersionConflict)
27,0.000,0.000,27,0.000,0.000,traceback.py:298(__len__)
1,0.000,0.000,1,0.000,0.000,__init__.py:252(WordSet)
1,0.000,0.000,1,0.000,0.000,util.py:12(__config_flags)
2,0.000,0.000,2,0.000,0.000,core.py:5320(_generateDefaultName)
1,0.000,0.000,1,0.000,0.000,__init__.py:319(CDLL)
4,0.000,0.000,4,0.005,0.001,core.py:2973(re_match)
2,0.000,0.000,2,0.000,0.000,datetime.py:1239(__new__)
1,0.000,0.000,1,0.000,0.000,core.py:3045(QuotedString)
1,0.000,0.000,1,0.000,0.000,_dtype.py:344(_name_get)
24,0.000,0.000,24,0.000,0.000,{method 'discard' of 'set' objects}
1,0.000,0.000,1,0.000,0.000,platform.py:772(uname_result)
7,0.000,0.000,7,0.000,0.000,functoolz.py:158(__get__)
1,0.000,0.000,1,0.000,0.000,mixins.py:1(<module>)
20,0.000,0.000,20,0.000,0.000,_inspect.py:142(<lambda>)
2,0.000,0.000,2,0.000,0.000,requirements.py:64(<lambda>)
17,0.000,0.000,17,0.000,0.000,_dtype.py:24(_kind_name)
38,0.000,0.000,38,0.000,0.000,{built-in method _ctypes.sizeof}
1,0.000,0.000,1,0.000,0.000,zipfile.py:2171(CompleteDirs)
1,0.000,0.000,1,0.000,0.000,field_elements.py:357(FQ2)
1,0.000,0.000,1,0.000,0.000,selectors.py:81(BaseSelector)
13,0.000,0.000,13,0.000,0.000,mixins.py:36(_inplace_binary_method)
1,0.000,0.000,1,0.000,0.000,numbers.py:147(Real)
10,0.000,0.000,10,0.000,0.000,_policybase.py:104(<genexpr>)
22,0.000,0.000,22,0.000,0.000,core.py:3361(<genexpr>)
4,0.000,0.000,4,0.000,0.000,_ufunc_config.py:434(__exit__)
1,0.000,0.000,1,0.000,0.000,__init__.py:184(<dictcomp>)
5,0.000,0.000,5,0.000,0.000,__init__.py:219(_acquireLock)
4,0.000,0.000,4,0.000,0.000,logging.py:51(_use_logger_class)
1,0.000,0.000,1,0.000,0.000,calendar.py:52(_localized_month)
7,0.000,0.000,7,0.000,0.000,__init__.py:786(__init__)
1,0.000,0.000,1,0.000,0.000,_add_newdocs_scalars.py:17(numeric_type_aliases)
2,0.000,0.000,2,0.000,0.000,core.py:3937(streamline)
2,0.000,0.000,2,0.000,0.000,hashlib.py:82(__get_builtin_constructor)
1,0.000,0.000,1,0.000,0.000,core.py:4437(IndentedBlock)
3,0.000,0.000,3,0.000,0.000,optimized_curve.py:56(is_inf)
2,0.000,0.000,2,0.000,0.000,random.py:119(__init__)
4,0.000,0.000,3,0.000,0.000,{method 'view' of 'numpy.ndarray' objects}
15,0.000,0.000,15,0.000,0.000,{method 'insert' of 'list' objects}
1,0.000,0.000,1,0.000,0.000,tempfile.py:805(TemporaryDirectory)
1,0.000,0.000,1,0.000,0.000,_dtype.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,random.py:128(seed)
1,0.000,0.000,1,0.000,0.000,__init__.py:384(get_build_platform)
1,0.000,0.000,1,0.000,0.000,core.py:5117(Forward)
1,0.000,0.000,1,0.000,0.000,core.py:2613(Word)
12,0.000,0.000,12,0.000,0.000,{built-in method builtins.vars}
1,0.000,0.000,1,0.000,0.000,subprocess.py:425(CompletedProcess)
1,0.000,0.000,1,0.000,0.000,__init__.py:872(__init__)
1,0.000,0.000,1,0.000,0.000,random.py:826(getrandbits)
1,0.000,0.000,1,0.000,0.000,__init__.py:412(PercentStyle)
2,0.000,0.000,2,0.000,0.000,{built-in method posix.putenv}
1,0.000,0.000,1,0.000,0.000,_inspect.py:1(<module>)
12,0.000,0.000,12,0.000,0.000,{built-in method builtins.round}
13,0.000,0.000,13,0.000,0.000,posixpath.py:52(normcase)
1,0.000,0.000,1,0.000,0.000,core.py:3321(White)
1,0.000,0.000,1,0.000,0.000,_compression.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_type_aliases.py:41(<setcomp>)
5,0.000,0.000,5,0.000,0.000,io.py:60(__getattr__)
1,0.000,0.000,1,0.000,0.000,weakref.py:105(__init__)
1,0.000,0.000,1,0.000,0.000,__init__.py:3127(__contains__)
4,0.000,0.000,4,0.000,0.000,enum.py:442(__iter__)
1,0.000,0.000,1,0.000,0.000,appdirs.py:407(AppDirs)
1,0.000,0.000,1,0.000,0.000,unicode.py:31(unicode_set)
2,0.000,0.000,2,0.000,0.000,_methods.py:60(_all)
28,0.000,0.000,28,0.000,0.000,field_elements.py:180(__int__)
1,0.000,0.000,1,0.000,0.000,{built-in method _hashlib.openssl_sha256}
1,0.000,0.000,1,0.000,0.000,ciphersuites.py:249(G2MessageAugmentation)
1,0.000,0.000,1,0.000,0.000,fromnumeric.py:2162(sum)
4,0.000,0.000,4,0.000,0.000,core.py:3199(_generateDefaultName)
6,0.000,0.000,6,0.000,0.000,core.py:3399(__init__)
1,0.000,0.000,1,0.000,0.000,core.py:4757(_MultipleMatch)
1,0.000,0.000,1,0.000,0.000,__init__.py:1716(ZipProvider)
1,0.000,0.000,1,0.000,0.000,abc.py:312(ResourceReader)
1,0.000,0.000,1,0.000,0.000,module_loading.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,core.py:5146(__init__)
1,0.000,0.000,1,0.000,0.000,arrayterator.py:1(<module>)
8,0.000,0.000,8,0.000,0.000,enum.py:451(__members__)
1,0.000,0.000,1,0.000,0.000,pathlib.py:128(<setcomp>)
15,0.000,0.000,15,0.000,0.000,_signatures.py:615(<genexpr>)
12,0.000,0.000,12,0.000,0.000,__init__.py:2368(_cygwin_patch)
1,0.000,0.000,1,0.000,0.000,__init__.py:473(get_distribution)
1,0.000,0.000,1,0.000,0.000,__init__.py:1420(Logger)
1,0.000,0.000,1,0.000,0.000,calendar.py:150(Calendar)
9,0.000,0.000,9,0.000,0.000,_pytesttester.py:78(__init__)
3,0.000,0.000,3,0.000,0.000,ufunclike.py:41(_fix_out_named_y)
4,0.000,0.000,4,0.005,0.001,core.py:878(try_parse)
10,0.000,0.000,10,0.000,0.000,__init__.py:16(search_path)
2,0.000,0.000,2,0.000,0.000,core.py:3297(_generateDefaultName)
1,0.000,0.000,1,0.000,0.000,abc.py:28(BackendAPI)
1,0.000,0.000,1,0.000,0.000,core.py:4344(ParseElementEnhance)
1,0.000,0.000,1,0.000,0.000,_globals.py:97(_CopyMode)
4,0.000,0.000,4,0.000,0.000,core.py:2278(__init__)
6,0.000,0.000,6,0.000,0.000,signal.py:49(decorator)
1,0.000,0.000,1,0.000,0.000,__init__.py:1135(ResourceManager)
1,0.000,0.000,1,0.000,0.000,_iotools.py:229(NameValidator)
5,0.000,0.000,5,0.000,0.000,threading.py:90(RLock)
16,0.000,0.000,16,0.000,0.000,{method 'mro' of 'type' objects}
18,0.000,0.000,18,0.000,0.000,results.py:14(__init__)
6,0.000,0.000,6,0.000,0.000,<frozen importlib._bootstrap>:968(_sanity_check)
2,0.000,0.000,2,0.000,0.000,results.py:473(_asStringList)
1,0.000,0.000,1,0.000,0.000,core.py:5044(__init__)
8,0.000,0.000,8,0.000,0.000,__init__.py:193(_checkLevel)
1,0.000,0.000,1,0.000,0.000,core.py:3262(__init__)
1,0.000,0.000,1,0.000,0.000,_structures.py:6(InfinityType)
1,0.000,0.000,1,0.000,0.000,main.py:11(Keccak256)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:780(_formatArray)
1,0.000,0.000,1,0.000,0.000,fromnumeric.py:69(_wrapreduction)
1,0.000,0.000,1,0.000,0.000,ctypeslib.py:362(_get_scalar_type_map)
1,0.000,0.000,1,0.000,0.000,sysconfig.py:64(_getuserbase)
1,0.000,0.000,1,0.000,0.000,_internal.py:217(_getintp_ctype)
1,0.000,0.000,1,0.000,0.000,_manylinux.py:15(_ELFFileHeader)
3,0.000,0.000,3,0.000,0.000,index_tricks.py:316(__init__)
1,0.000,0.000,1,0.000,0.000,core.py:190(<listcomp>)
1,0.000,0.000,1,0.000,0.000,__init__.py:257(<dictcomp>)
3,0.000,0.000,3,0.000,0.000,core.py:3727(_setResultsName)
1,0.000,0.000,1,0.000,0.000,core.py:970(_MaskedBinaryOperation)
1,0.000,0.000,1,0.000,0.000,bz2.py:26(BZ2File)
1,0.000,0.000,1,0.000,0.000,feedparser.py:136(FeedParser)
1,0.000,0.000,1,0.000,0.000,pathlib.py:129(<setcomp>)
5,0.000,0.000,5,0.000,0.000,__init__.py:228(_releaseLock)
1,0.000,0.000,1,0.000,0.000,__init__.py:3145(parse)
1,0.000,0.000,1,0.000,0.000,core.py:134(Diagnostics)
1,0.000,0.000,1,0.000,0.000,functoolz.py:740(excepts)
5,0.000,0.000,5,0.000,0.000,{method 'popitem' of 'dict' objects}
3,0.000,0.000,3,0.000,0.000,decorators.py:81(return_arg_type)
10,0.000,0.000,10,0.000,0.000,__future__.py:83(__init__)
6,0.000,0.000,6,0.000,0.000,traceback.py:259(__init__)
1,0.000,0.000,1,0.000,0.000,ssbls12.py:19(SS_BLS12_381)
1,0.000,0.000,1,0.000,0.000,parallel.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,core.py:322(condition_as_parse_action)
4,0.000,0.000,4,0.000,0.000,_ufunc_config.py:425(__init__)
1,0.000,0.000,1,0.000,0.000,_structures.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,lzma.py:38(LZMAFile)
2,0.000,0.000,2,0.000,0.000,__init__.py:569(join_continuation)
1,0.000,0.000,1,0.000,0.000,_parseaddr.py:512(AddressList)
1,0.000,0.000,1,0.000,0.000,zipfile.py:776(ZipExtFile)
4,0.000,0.000,4,0.000,0.000,typing.py:2328(_namedtuple_mro_entries)
1,0.000,0.000,1,0.000,0.000,decorators.py:10(combomethod)
4,0.000,0.000,4,0.000,0.000,tokenize.py:321(read_or_stop)
1,0.000,0.000,1,0.000,0.000,unicode.py:80(alphanums)
1,0.000,0.000,1,0.000,0.000,tags.py:42(Tag)
1,0.000,0.000,1,0.000,0.000,extras.py:1497(MAxisConcatenator)
1,0.000,0.000,1,0.000,0.000,__init__.py:567(__init__)
1,0.000,0.000,1,0.000,0.000,pkgutil.py:269(ImpLoader)
4,0.000,0.000,4,0.000,0.000,core.py:3304(parseImpl)
1,0.000,0.000,1,0.000,0.000,__init__.py:969(Environment)
2,0.000,0.000,2,0.000,0.000,functoolz.py:290(__hash__)
1,0.000,0.000,1,0.000,0.000,logging.py:18(ExtendedDebugLogger)
8,0.000,0.000,8,0.000,0.000,functools.py:952(__set_name__)
2,0.000,0.000,2,0.000,0.000,contextlib.py:279(helper)
1,0.000,0.000,1,0.000,0.000,testing.py:124(TestParseResultsAsserts)
1,0.000,0.000,1,0.000,0.000,_pytesttester.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,{built-in method math.exp}
1,0.000,0.000,1,0.000,0.000,__init__.py:863(Handler)
1,0.000,0.000,1,0.000,0.000,__init__.py:426(validate)
1,0.000,0.000,1,0.000,0.000,__init__.py:3238(_initialize)
1,0.000,0.000,1,0.000,0.000,_structures.py:35(NegativeInfinityType)
1,0.000,0.000,1,0.000,0.000,zipfile.py:2239(Path)
1,0.000,0.000,1,0.000,0.000,_compression.py:33(DecompressReader)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:503(decorating_function)
1,0.000,0.000,1,0.000,0.000,{built-in method _hashlib.openssl_md5}
8,0.000,0.000,8,0.000,0.000,getlimits.py:153(_register_type)
1,0.000,0.000,1,0.000,0.000,core.py:5373(Combine)
1,0.000,0.000,1,0.000,0.000,queue.py:258(_PySimpleQueue)
1,0.000,0.000,1,0.000,0.000,specifiers.py:722(contains)
1,0.000,0.000,1,0.000,0.000,__init__.py:1296(__init__)
1,0.000,0.000,1,0.000,0.000,version.py:60(_BaseVersion)
1,0.000,0.000,1,0.000,0.000,more.py:2060(numeric_range)
3,0.000,0.000,3,0.000,0.000,__init__.py:393(<genexpr>)
1,0.000,0.000,1,0.000,0.000,core.py:3757(And)
6,0.000,0.000,6,0.000,0.000,core.py:5456(postParse)
1,0.000,0.000,1,0.000,0.000,__init__.py:522(Formatter)
1,0.000,0.000,1,0.000,0.000,__init__.py:221(c_ubyte)
1,0.000,0.000,1,0.000,0.000,core.py:693(add_condition)
18,0.000,0.000,18,0.000,0.000,{method 'values' of 'dict' objects}
1,0.000,0.000,1,0.000,0.000,records.py:308(recarray)
1,0.000,0.000,1,0.000,0.000,core.py:3241(CharsNotIn)
2,0.000,0.000,2,0.000,0.000,functional.py:40(outer)
2,0.000,0.000,2,0.000,0.000,<frozen importlib._bootstrap>:770(create_module)
3,0.000,0.000,3,0.000,0.000,core.py:4753(_generateDefaultName)
8,0.000,0.000,8,0.000,0.000,core.py:5716(<genexpr>)
2,0.000,0.000,2,0.000,0.000,copyreg.py:12(pickle)
1,0.000,0.000,1,0.000,0.000,<__array_function__ internals>:177(concatenate)
1,0.000,0.000,1,0.000,0.000,abc.py:422(TraversableResources)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:30(_typeddict_new)
22,0.000,0.000,22,0.000,0.000,{method 'end' of 're.Match' objects}
8,0.000,0.000,8,0.000,0.000,core.py:2269(_generateDefaultName)
1,0.000,0.000,1,0.000,0.000,zipfile.py:318(ZipInfo)
7,0.000,0.000,7,0.000,0.000,unicode.py:9(__init__)
2,0.000,0.000,2,0.000,0.000,datetime.py:792(__new__)
12,0.000,0.000,12,0.000,0.000,{method 'isdigit' of 'str' objects}
1,0.000,0.000,1,0.000,0.000,abc.py:10(PreImageAPI)
2,0.000,0.000,2,0.000,0.000,_weakrefset.py:86(add)
1,0.000,0.000,1,0.000,0.000,_internal.py:249(_ctypes)
1,0.000,0.000,1,0.000,0.000,abc.py:43(__init__)
1,0.000,0.000,1,0.000,0.000,_exceptions.py:215(_ArrayMemoryError)
1,0.000,0.000,1,0.000,0.000,core.py:3121(view)
21,0.000,0.000,21,0.000,0.000,{method 'pop' of 'set' objects}
1,0.000,0.000,1,0.000,0.000,threading.py:622(Barrier)
1,0.000,0.000,1,0.000,0.000,{method 'view' of 'numpy.generic' objects}
1,0.000,0.000,1,0.000,0.000,header.py:179(Header)
1,0.000,0.000,1,0.000,0.000,ufunclike.py:16(_deprecate_out_named_y)
1,0.000,0.000,1,0.000,0.000,{built-in method posix.readlink}
1,0.000,0.000,1,0.000,0.000,{built-in method numpy.empty}
1,0.000,0.000,1,0.000,0.000,core.py:2499(CaselessKeyword)
1,0.000,0.000,1,0.000,0.000,__init__.py:522(IResourceProvider)
1,0.000,0.000,1,0.000,0.000,{method 'close' of 'select.epoll' objects}
3,0.000,0.000,1,0.001,0.001,core.py:5303(streamline)
1,0.000,0.000,1,0.000,0.000,_internal.py:205(dummy_ctype)
1,0.000,0.000,1,0.000,0.000,context.py:96(ExceptionTrap)
1,0.000,0.000,1,0.000,0.000,_internal.py:614(_Stream)
2,0.000,0.000,2,0.000,0.000,core.py:6583(__setattr__)
1,0.000,0.000,1,0.000,0.000,unicode.py:70(alphas)
1,0.000,0.000,1,0.000,0.000,core.py:4983(SkipTo)
1,0.000,0.000,1,0.000,0.000,specifiers.py:621(__init__)
1,0.000,0.000,1,0.000,0.000,traceback.py:335(StackSummary)
1,0.000,0.000,1,0.000,0.000,contextlib.py:75(__call__)
1,0.000,0.000,1,0.000,0.000,markers.py:275(Marker)
1,0.000,0.000,1,0.000,0.000,core.py:4036(_generateDefaultName)
1,0.000,0.000,1,0.000,0.000,socket.py:662(SocketIO)
2,0.000,0.000,2,0.000,0.000,core.py:5334(copy)
2,0.000,0.000,2,0.000,0.000,<frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
1,0.000,0.000,1,0.000,0.000,core.py:7(EqualityHashKey)
3,0.000,0.000,3,0.000,0.000,__init__.py:1910(has_metadata)
1,0.000,0.000,1,0.000,0.000,core.py:6285(mvoid)
1,0.000,0.000,1,0.000,0.000,functools.py:289(Throttler)
1,0.000,0.000,1,0.000,0.000,core.py:89(__compat__)
6,0.000,0.000,6,0.000,0.000,{method 'rsplit' of 'str' objects}
1,0.000,0.000,1,0.000,0.000,_globals.py:80(__new__)
1,0.000,0.000,1,0.000,0.000,ciphersuites.py:238(G2Basic)
4,0.000,0.000,4,0.000,0.000,codecs.py:260(__init__)
1,0.000,0.000,1,0.000,0.000,traceback.py:457(TracebackException)
3,0.000,0.000,3,0.000,0.000,functools.py:853(<lambda>)
2,0.000,0.000,2,0.000,0.000,contextlib.py:139(__exit__)
4,0.000,0.000,4,0.000,0.000,mixins.py:51(_unary_method)
1,0.000,0.000,1,0.000,0.000,threading.py:983(_set_native_id)
1,0.000,0.000,1,0.000,0.000,weakref.py:290(update)
1,0.000,0.000,1,0.000,0.000,results.py:11(_ParseResultsWithOffset)
1,0.000,0.000,1,0.000,0.000,__init__.py:1291(Manager)
3,0.000,0.000,3,0.000,0.000,core.py:1613(__invert__)
1,0.000,0.000,1,0.000,0.000,platform.py:734(_Processor)
1,0.000,0.000,1,0.000,0.000,logging.py:128(_BaseHasLogger)
2,0.000,0.000,2,0.000,0.000,os.py:759(decode)
1,0.000,0.000,1,0.000,0.000,sysconfig.py:161(_is_python_source_dir)
3,0.000,0.000,3,0.000,0.000,{built-in method posix.register_at_fork}
1,0.000,0.000,1,0.000,0.000,core.py:3929(__init__)
2,0.000,0.000,2,0.000,0.000,mypy_extensions.py:61(<dictcomp>)
9,0.000,0.000,9,0.000,0.000,core.py:1465(<genexpr>)
1,0.000,0.000,1,0.000,0.000,_compression.py:9(BaseStream)
1,0.000,0.000,1,0.000,0.000,__init__.py:99(version_info)
2,0.000,0.000,2,0.000,0.000,finitefield.py:51(FiniteField)
1,0.000,0.000,1,0.001,0.001,__init__.py:445(StrFormatStyle)
1,0.000,0.000,1,0.000,0.000,threading.py:568(set)
1,0.000,0.000,1,0.000,0.000,hmac.py:27(HMAC)
1,0.000,0.000,1,0.000,0.000,core.py:1276(_replace_dtype_fields_recursive)
1,0.000,0.000,1,0.000,0.000,_ufunc_config.py:440(_setdef)
3,0.000,0.000,3,0.000,0.000,core.py:687(<listcomp>)
2,0.000,0.000,2,0.000,0.000,{built-in method posix.unsetenv}
1,0.000,0.000,1,0.000,0.000,core.py:1623(__getitem__)
1,0.000,0.000,1,0.000,0.000,core.py:4866(ZeroOrMore)
1,0.000,0.000,1,0.000,0.000,core.py:3911(Or)
1,0.000,0.000,1,0.000,0.000,__init__.py:1696(MemoizedZipManifests)
2,0.000,0.000,2,0.000,0.000,core.py:6684(__init__)
1,0.000,0.000,1,0.000,0.000,_ufunc_config.py:366(errstate)
1,0.000,0.000,1,0.000,0.000,sysconfig.py:73(joinuser)
1,0.000,0.000,1,0.000,0.000,{built-in method _ctypes.dlopen}
